Kilometers_Driven,Mileage,Engine,Power,Seats,Price,Year_Since,Model,Brand,Location;Bangalore,Location;Chennai,Location;Coimbatore,Location;Delhi,Location;Hyderabad,Location;Jaipur,Location;Kochi,Location;Kolkata,Location;Mumbai,Location;Pune,Fuel_Type;Diesel,Fuel_Type;Electric,Fuel_Type;LPG,Fuel_Type;Petrol,Transmission;Manual,Owner_Type;Fourth & Above,Owner_Type;Second,Owner_Type;Third
84000,20.0,1399,68.05,5.0,3.8,8.0,77,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
41697,13.1,1997,141.1,5.0,16.68,6.0,35,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
163000,19.01,1461,108.5,5.0,5.0,9.0,174,22,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
42000,17.71,1197,78.9,5.0,3.75,12.0,72,28,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
129000,21.27,1396,88.76,5.0,4.11,10.0,210,10,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
32200,18.16,1196,86.8,5.0,4.25,8.0,77,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
129000,10.5,2835,107.2,6.0,3.45,19.0,126,21,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
40000,17.11,1968,174.33,5.0,22.5,9.0,10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
150000,12.4,1998,132.0,8.0,4.5,17.0,98,28,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
140000,15.26,1150,74.9,5.0,0.9,16.0,20,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
63181,15.3,1341,83.0,5.0,1.85,17.0,90,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
39575,25.8,1498,98.6,5.0,3.25,10.0,17,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
63600,17.8,1248,113.01402571041947,5.0,3.1,13.0,169,18,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
70374,22.7,1498,89.84,5.0,7.34,9.0,63,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
26256,20.14,1498,88.5,5.0,4.25,8.0,54,29,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
13460,18.6,1197,81.86,5.0,6.45,7.0,66,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
122000,12.8,2494,102.0,8.0,10.75,12.0,98,28,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
58589,15.26,2143,203.2,5.0,27.75,8.0,110,19,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
115000,17.3,1061,64.0,5.0,0.99,18.0,189,18,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
75000,12.62,2198,158.0,7.0,24.0,7.0,67,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
30292,18.6,1197,81.86,5.0,6.1,7.0,66,10,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
32248,17.5,1199,88.7,5.0,8.25,6.0,188,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
74000,16.47,1198,73.9,5.0,4.65,10.0,131,29,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
56100,13.7,1997,153.86,5.0,9.75,9.0,35,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
61325,18.9,1197,81.86,5.0,4.4,9.0,91,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
33000,19.1,1197,85.8,5.0,3.99,9.0,169,18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
18090,16.2,2993,258.0,5.0,45.73,7.0,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
71390,22.7,1498,89.84,5.0,5.27,9.0,63,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
41000,26.2,998,58.2,5.0,3.5,9.0,189,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
67000,26.0,1498,98.6,5.0,7.25,7.0,44,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
99000,17.0,1405,70.0,5.0,1.6,15.0,97,27,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
142000,19.01,1461,108.45,5.0,6.0,9.0,57,24,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
26966,20.36,1197,78.9,5.0,3.0,13.0,209,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
27628,18.7,1199,88.7,5.0,4.95,8.0,99,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
82497,23.65,1248,88.5,5.0,8.99,7.0,155,18,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
86000,11.9,2354,144.0,5.0,1.85,16.0,15,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
26981,16.47,1198,73.9,5.0,6.16,7.0,131,29,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
110471,21.1,1248,73.9,5.0,3.5,13.0,145,18,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
69000,19.5,1199,88.76,5.0,4.5,9.0,17,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
12000,18.6,1197,81.83,5.0,7.75,6.0,210,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
77500,20.45,1461,83.8,5.0,6.6,9.0,57,24,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
48031,18.9,1197,82.0,5.0,4.98,9.0,91,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
170000,16.07,1995,181.0,5.0,9.75,15.0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
69565,22.7,1498,89.84,5.0,5.55,9.0,63,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
45492,21.5,1498,108.5,5.0,10.3,7.0,181,29,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
85000,11.7,2354,177.6,5.0,7.5,12.0,15,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
55902,14.49,1399,92.7,5.0,1.8,15.0,20,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
18500,16.2,1199,74.0,5.0,6.25,6.0,131,29,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
129750,14.95,2489,93.7,7.0,6.8,8.0,204,17,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
50902,19.2,1197,80.0,5.0,3.0,14.0,209,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
84725,15.1,2179,140.0,7.0,11.6,8.0,201,17,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
40000,22.7,1582,126.24,5.0,6.95,10.0,65,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
60000,14.3,1798,160.0,5.0,3.5,13.0,128,29,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
33496,18.9,1197,81.86,5.0,5.5,9.0,91,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
25000,18.6,1197,81.83,5.0,5.65,8.0,210,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
71000,18.2,1248,73.8,8.0,3.25,10.0,68,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
20826,14.3,1598,103.6,5.0,7.72,8.0,142,25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42244,19.67,1582,126.2,5.0,12.0,7.0,53,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
98598,25.44,936,57.6,5.0,1.55,10.0,26,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
62100,11.5,2982,171.0,7.0,10.75,12.0,79,28,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
44238,18.6,1197,81.83,5.0,6.72,7.0,210,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
91743,12.07,2967,241.4,7.0,28.55,11.0,137,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19828,17.85,2967,300.0,4.0,75.0,10.0,127,23,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
36891,17.8,1497,117.3,5.0,10.49,7.0,44,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
90049,17.21,1493,100.0,7.0,3.8,11.0,139,17,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
74002,16.55,1968,140.0,5.0,18.5,11.0,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41000,12.37,2359,198.25,5.0,6.0,10.0,163,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
83678,22.32,1582,126.32,5.0,5.5,11.0,184,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
91000,18.9,998,67.1,5.0,2.3,13.0,189,18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
50000,24.52,1248,88.5,7.0,8.7,7.0,69,18,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
58000,24.4,1120,71.01,5.0,4.95,8.0,202,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
80000,22.9,1248,74.0,5.0,4.25,11.0,169,18,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
41290,16.0,2179,140.0,7.0,10.94,6.0,201,17,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
65000,22.48,1995,190.0,5.0,21.26,10.0,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16471,14.28,1798,138.03,5.0,11.5,7.0,51,28,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
54339,22.54,1396,88.73,5.0,6.0,8.0,210,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
24025,18.15,1198,82.0,6.0,4.1,7.0,102,17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
24027,24.7,796,47.3,5.0,2.01,10.0,16,18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
59270,15.7,1172,67.0,5.0,2.6,13.0,134,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
40000,18.9,998,67.1,5.0,2.35,11.0,189,18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
155566,9.5,2835,118.6,6.0,9.15,11.0,126,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
42320,19.4,1198,86.8,5.0,2.9,10.0,31,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
24153,22.54,1396,88.73,5.0,9.18,6.0,210,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
27000,13.0,1591,121.3,5.0,11.45,7.0,53,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
92000,26.83,796,38.4,5.0,2.1,11.0,16,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
61795,17.8,1198,86.7,5.0,5.53,6.0,17,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
13500,18.15,1198,82.0,6.0,3.75,7.0,102,17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4500,18.0,1497,117.3,5.0,12.5,5.0,44,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23000,16.0,2179,140.0,7.0,15.5,6.0,201,17,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
65400,0.0,1086,113.01402571041947,5.0,2.1,12.0,159,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
80578,14.84,2143,170.0,5.0,14.5,10.0,118,19,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
42646,19.6,1461,108.45,5.0,12.46,6.0,57,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30000,16.47,1198,74.0,5.0,5.25,9.0,131,29,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
90000,18.48,1197,74.0,5.0,14.5,11.0,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
98000,13.5,2987,282.0,5.0,25.0,14.0,147,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
66400,0.0,1197,74.0,5.0,2.66,11.0,159,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
50000,12.9,2993,271.23,4.0,45.0,11.0,199,13,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
63310,28.4,1248,74.0,5.0,5.1,8.0,169,18,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
66000,25.8,1498,98.6,5.0,3.5,9.0,17,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
74000,16.07,1995,181.0,5.0,12.5,12.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
93000,23.5,1396,88.7,5.0,5.55,11.0,184,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
70000,11.5,2982,169.0,7.0,19.48,8.0,79,28,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
48772,18.6,1197,85.8,5.0,3.91,11.0,169,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
66000,18.6,1199,79.4,5.0,2.19,13.0,26,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
27417,18.9,1197,82.0,5.0,6.89,6.0,91,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51593,15.6,1196,70.0,5.0,3.47,12.0,77,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
86340,9.1,2349,113.01402571041947,5.0,3.25,15.0,173,22,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
75000,16.1,1298,88.2,5.0,2.85,13.0,169,18,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
39237,17.11,1968,174.33,5.0,25.64,7.0,10,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11966,16.8,1497,116.3,5.0,10.28,5.0,44,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
37000,18.2,1199,88.7,5.0,6.3,8.0,99,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
70920,20.14,1498,88.8,5.0,4.75,9.0,131,29,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
65280,19.87,1461,83.14,5.0,5.8,10.0,174,22,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
62000,12.51,2179,187.7,7.0,44.5,7.0,146,16,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
44525,18.5,1197,82.9,5.0,4.65,9.0,210,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
86863,17.0,1497,118.0,5.0,3.6,14.0,44,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
102626,16.0,2179,140.0,7.0,12.25,8.0,201,17,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
45000,16.3,1956,170.0,5.0,20.0,6.0,48,14,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
22000,16.0,2179,140.0,7.0,16.0,6.0,201,17,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
108905,11.79,2179,120.0,8.0,6.21,12.0,161,17,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
12800,19.44,1198,67.0,7.0,3.25,7.0,88,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
32000,15.4,2179,120.0,7.0,9.75,7.0,161,17,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
39000,15.5,1198,86.7,5.0,4.45,9.0,17,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
42000,25.6,1498,98.6,5.0,12.0,6.0,44,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
73000,14.4,1396,65.0,5.0,0.8,15.0,97,27,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
48000,24.0,1186,73.97,5.0,5.95,5.0,91,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
18000,33.44,796,40.3,4.0,3.0,8.0,16,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
19000,17.43,1396,105.5,5.0,5.25,9.0,184,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
33598,13.68,2393,147.8,7.0,22.2,4.0,98,28,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
63000,17.05,1995,184.0,5.0,13.5,11.0,191,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
48000,16.96,1968,138.03,5.0,13.5,8.0,101,29,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
66000,20.0,1399,68.05,5.0,3.47,9.0,77,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
80000,11.18,2696,184.0,7.0,9.5,10.0,165,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
37000,15.04,1598,103.6,5.0,4.8,12.0,181,29,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
35058,15.0,1598,103.52,5.0,6.54,7.0,142,25,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
52000,16.47,1198,73.9,5.0,3.1,11.0,131,29,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
61313,23.65,1248,88.5,5.0,7.99,8.0,147,18,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
45000,14.53,1798,138.1,5.0,3.3,14.0,51,28,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
74000,20.77,1248,88.8,7.0,8.75,8.0,69,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
89000,19.2,1197,80.0,5.0,4.19,10.0,209,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
13414,17.9,2143,136.0,5.0,30.77,4.0,33,19,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
95000,16.9,1497,100.0,5.0,2.11,17.0,44,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
15900,18.15,1198,82.0,6.0,6.25,5.0,102,17,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
151000,11.5,2982,171.0,7.0,11.4,12.0,79,28,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
65000,17.0,1497,118.0,5.0,5.2,12.0,44,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
36824,18.53,1968,187.74,5.0,39.84,6.0,11,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65287,20.0,1399,68.05,5.0,4.45,10.0,77,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
52000,17.9,2143,136.0,5.0,19.5,9.0,84,19,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
33000,15.26,1150,74.9,5.0,1.75,16.0,20,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
71000,25.83,1498,99.0,5.0,5.1,7.0,77,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
71000,22.7,1582,126.2,5.0,6.8,10.0,65,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20000,21.4,1197,83.1,5.0,5.74,7.0,25,18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
71000,16.1,1197,85.0,5.0,3.3,13.0,169,18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
29000,9.9,3498,271.72,4.0,32.0,13.0,34,19,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
27000,21.76,1995,190.0,5.0,35.0,7.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19000,28.4,1248,73.75,5.0,8.9,6.0,58,18,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
58000,17.01,1591,121.3,5.0,4.0,12.0,184,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
42203,17.1,1956,170.0,5.0,19.46,5.0,48,14,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
94000,11.4,1991,142.0,5.0,5.25,14.0,163,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
52000,15.1,1196,73.0,5.0,2.6,10.0,64,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4900,21.5,1497,108.5,5.0,9.22,5.0,119,27,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
70000,21.1,814,55.2,5.0,1.8,10.0,61,10,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
100000,13.5,1405,113.01402571041947,5.0,1.3,18.0,96,27,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
65266,14.69,2993,258.0,5.0,31.75,8.0,3,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
54569,20.77,1248,88.76,7.0,5.99,9.0,69,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
51361,18.0,1198,86.7,5.0,4.94,8.0,17,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
125000,16.6,1388,68.0,5.0,1.5,16.0,76,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
66000,13.5,1799,130.0,5.0,3.25,15.0,45,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
65047,17.3,1061,57.5,5.0,1.95,16.0,189,18,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
22281,20.77,1248,88.8,7.0,6.5,9.0,69,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
63210,24.0,1120,70.0,5.0,3.71,10.0,91,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
31000,20.14,1197,81.86,5.0,5.0,5.0,202,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
60000,19.81,1086,68.05,5.0,1.99,15.0,209,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
32006,18.0,1198,86.7,5.0,4.25,6.0,17,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
78000,12.4,2698,179.5,5.0,8.0,14.0,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9489,20.36,1197,78.9,5.0,2.95,12.0,209,10,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
5000,25.17,799,53.3,5.0,3.5,5.0,103,24,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
60000,15.2,1968,140.8,5.0,16.0,11.0,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
50000,22.74,796,47.3,5.0,2.75,8.0,16,18,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
53000,17.8,1497,117.3,5.0,6.95,8.0,44,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
64000,11.74,1796,186.0,5.0,12.5,12.0,118,19,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
43827,13.22,2967,241.4,5.0,36.83,6.0,136,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36431,16.2,1199,74.0,5.0,2.7,12.0,131,29,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
35000,21.38,1396,88.7,5.0,9.9,6.0,53,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
94832,17.0,1497,118.0,5.0,3.83,12.0,44,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
88381,17.0,1497,118.0,5.0,5.25,11.0,44,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
45194,22.7,1598,118.0,5.0,7.75,7.0,147,18,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
66000,16.51,1586,103.2,5.0,2.46,13.0,155,18,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
38578,23.4,1248,74.0,5.0,3.96,9.0,169,18,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
40000,20.77,1248,88.8,7.0,8.25,8.0,69,18,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
20632,18.6,1197,81.83,5.0,7.58,5.0,210,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
73042,24.0,1120,70.0,5.0,3.99,9.0,91,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
54257,17.4,1497,117.3,5.0,6.25,9.0,44,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
93000,20.5,1598,103.5,5.0,5.0,10.0,142,25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
102000,11.0,2987,198.5,5.0,4.65,18.0,60,19,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
28881,13.01,2199,194.3,7.0,21.37,7.0,158,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52195,19.7,796,46.3,5.0,1.75,16.0,16,18,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
20422,12.4,2499,134.0,5.0,16.09,5.0,56,11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
38000,24.8,1396,88.7,5.0,4.1,11.0,184,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
92885,20.0,1399,68.0,5.0,3.56,8.0,77,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
43000,17.0,1497,118.0,5.0,4.21,13.0,44,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
70478,17.8,1248,113.01402571041947,5.0,6.86,7.0,169,18,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
57000,23.9,1582,126.2,5.0,6.6,8.0,184,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
32434,13.0,1591,121.3,5.0,14.35,5.0,53,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32000,22.7,1498,89.84,5.0,9.5,6.0,63,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
59000,11.2,2993,241.0,4.0,21.9,12.0,194,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
76467,18.12,1995,190.0,5.0,30.45,7.0,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
100000,25.83,1498,99.0,5.0,5.1,7.0,77,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
